SubDistrictId,SubDistrictNameTH,SubDistrictNameEN,SubDistrictCamelCase,ZipCode,DistrictId,DistrictNameTH,DistrictNameEN,DistrictNameCamelCase,ProvinceId,ProvinceNameTH,ProvinceNameEN,ProvinceCamelCase
350408,กู่จาน,Ku Chan,KuChan,35110,3504,คำเขื่อนแก้ว,Kham Khuean Kaeo,KhamKhueanKaeo,35,ยโสธร,Yasothon,Yasothon
320914,ตรมไพร,Trom Phrai,TromPhrai,32110,3209,ศีขรภูมิ,Sikhoraphum,Sikhoraphum,32,สุรินทร์,Surin,Surin
841701,ท่าข้าม,Tha Kham,ThaKham,84130,8417,พุนพิน,Phunphin,Phunphin,84,สุราษฎร์ธานี,Surat Thani,SuratThani
500710,ดอนแก้ว,Don Kaeo,DonKaeo,50140,5007,แม่ริม,Mae Rim,MaeRim,50,เชียงใหม่,Chiang Mai,ChiangMai
801402,ทุ่งปรัง,Thung Prang,ThungPrang,80120,8014,สิชล,Sichon,Sichon,80,นครศรีธรรมราช,Nakhon Si Thammarat,NakhonSiThammarat
380206,ป่าแฝก,,,,3802,พรเจริญ,Phon Charoen,PhonCharoen,38,บึงกาฬ,Bueng Kan,BuengKan
340911,เก่าขาม,Kao Kham,KaoKham,34260,3409,น้ำยืน,Nam Yuen,NamYuen,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
320910,ช่างปี่,Chang Pi,ChangPi,32110,3209,ศีขรภูมิ,Sikhoraphum,Sikhoraphum,32,สุรินทร์,Surin,Surin
420102,เมือง,Mueang,Mueang,42000,4201,เมืองเลย,Mueang Loei,MueangLoei,42,เลย,Loei,Loei
341120,ห้วยฝ้ายพัฒนา,Huai Fai Phatthana,HuaiFaiPhatthana,34130,3411,ตระการพืชผล,Trakan Phuet Phon,TrakanPhuetPhon,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
400118,โนนท่อน,Non Thon,NonThon,40000,4001,เมืองขอนแก่น,Mueang Khon Kaen,MueangKhonKaen,40,ขอนแก่น,Khon Kaen,KhonKaen
321301,บัวเชด,Bua Chet,BuaChet,32230,3213,บัวเชด,Buachet,Buachet,32,สุรินทร์,Surin,Surin
460801,ห้วยเม็ก,Huai Mek,HuaiMek,46170,4608,ห้วยเม็ก,Huai Mek,HuaiMek,46,กาฬสินธุ์,Kalasin,Kalasin
441201,กุดรัง,Kut Rang,KutRang,,4412,กุดรัง,Kut Rang,KutRang,44,มหาสารคาม,Maha Sarakham,MahaSarakham
460902,สหัสขันธ์,Sahatsakhan,Sahatsakhan,46140,4609,สหัสขันธ์,Sahatsakhan,Sahatsakhan,46,กาฬสินธุ์,Kalasin,Kalasin
650508,เนินกุ่ม,Noen Kum,NoenKum,65210,6505,บางกระทุ่ม,Bang Krathum,BangKrathum,65,พิษณุโลก,Phitsanulok,Phitsanulok
720413,วัดโบสถ์,Wat Bot,WatBot,72150,7204,บางปลาม้า,Bang Pla Ma,BangPlaMa,72,สุพรรณบุรี,Suphan Buri,SuphanBuri
720208,หัวเขา,Hua Khao,HuaKhao,72120,7202,เดิมบางนางบวช,Doem Bang Nang Buat,DoemBangNangBuat,72,สุพรรณบุรี,Suphan Buri,SuphanBuri
810702,ดินอุดม,Din Udom,DinUdom,81190,8107,ลำทับ,Lam Thap,LamThap,81,กระบี่,Krabi,Krabi
471107,บะหว้า,Bawa,Bawa,47170,4711,อากาศอำนวย,Akat Amnuai,AkatAmnuai,47,สกลนคร,Sakon Nakhon,SakonNakhon
311502,โคกขมิ้น,Khok Khamin,KhokKhamin,,3115,พลับพลาชัย,Phlapphla Chai,PhlapphlaChai,31,บุรีรัมย์,Buri Ram,BuriRam
401005,เมืองเพีย,Mueang Phia,MueangPhia,40110,4010,บ้านไผ่,Ban Phai,BanPhai,40,ขอนแก่น,Khon Kaen,KhonKaen
310413,ถนนหัก,Thanon Hak,ThanonHak,31110,3104,นางรอง,Nang Rong,NangRong,31,บุรีรัมย์,Buri Ram,BuriRam
841203,ทุ่งเตา,Thung Tao,ThungTao,84120,8412,บ้านนาสาร,Ban Na San,BanNaSan,84,สุราษฎร์ธานี,Surat Thani,SuratThani
350603,คูเมือง,Khu Mueang,KhuMueang,35130,3506,มหาชนะชัย,Maha Chana Chai,MahaChanaChai,35,ยโสธร,Yasothon,Yasothon
440110,ลาดพัฒนา,Lat Phatthana,LatPhatthana,44000,4401,เมืองมหาสารคาม,Mueang Maha Sarakham,MueangMahaSarakham,44,มหาสารคาม,Maha Sarakham,MahaSarakham
720804,หนองผักนาก,Nong Phak Nak,NongPhakNak,72130,7208,สามชุก,Sam Chuk,SamChuk,72,สุพรรณบุรี,Suphan Buri,SuphanBuri
310206,ตูมใหญ่,Tum Yai,TumYai,31190,3102,คูเมือง,Khu Mueang,KhuMueang,31,บุรีรัมย์,Buri Ram,BuriRam
321501,ณรงค์,Narong,Narong,,3215,ศรีณรงค์,Si Narong,SiNarong,32,สุรินทร์,Surin,Surin
430502,วัดหลวง,Wat Luang,WatLuang,43120,4305,โพนพิสัย,Phon Phisai,PhonPhisai,43,หนองคาย,Nong Khai,NongKhai
360307,โคกมั่งงอย,Khok Mang Ngoi,KhokMangNgoi,36140,3603,คอนสวรรค์,Khon Sawan,KhonSawan,36,ชัยภูมิ,Chaiyaphum,Chaiyaphum
300914,มะค่า,Makha,Makha,30160,3009,โนนไทย,Non Thai,NonThai,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
370106,สร้างนกทา,Sang Nok Tha,SangNokTha,37000,3701,เมืองอำนาจเจริญ,Mueang Amnat Charoen,MueangAmnatCharoen,37,อำนาจเจริญ,Amnat Charoen,AmnatCharoen
620802,ทุ่งทอง,Thung Thong,ThungThong,,6208,ทรายทองวัฒนา,Sai Thong Watthana,SaiThongWatthana,62,กำแพงเพชร,Kamphaeng Phet,KamphaengPhet
240304,หมอนทอง,Mon Thong,MonThong,24150,2403,บางน้ำเปรี้ยว,Bang Nam Priao,BangNamPriao,24,ฉะเชิงเทรา,Chachoengsao,Chachoengsao
340723,โนนสมบูรณ์,Non Sombun,NonSombun,34280,3407,เดชอุดม,Det Udom,DetUdom,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
571402,ป่าตาล,Pa Tan,PaTan,,5714,ขุนตาล,Khun Tan,KhunTan,57,เชียงราย,Chiang Rai,ChiangRai
840501,เกาะพะงัน,Ko Pha-Ngan,KoPhaNgan,84280,8405,เกาะพะงัน,Ko Pha-ngan,KoPhaNgan,84,สุราษฎร์ธานี,Surat Thani,SuratThani
180306,หนองขุ่น,Nong Khun,NongKhun,17120,1803,วัดสิงห์,Wat Sing,WatSing,18,ชัยนาท,Chai Nat,ChaiNat
240307,โยธะกา,Yothaka,Yothaka,24150,2403,บางน้ำเปรี้ยว,Bang Nam Priao,BangNamPriao,24,ฉะเชิงเทรา,Chachoengsao,Chachoengsao
341411,ยางโยภาพ,Yang Yo Phap,YangYoPhap,34140,3414,ม่วงสามสิบ,Muang Sam Sip,MuangSamSip,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
471403,นาตาล,Na Tan,NaTan,47260,4714,เต่างอย,Tao Ngoi,TaoNgoi,47,สกลนคร,Sakon Nakhon,SakonNakhon
341914,อ่างศิลา,Ang Sila,AngSila,34110,3419,พิบูลมังสาหาร,Phibun Mangsahan,PhibunMangsahan,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
451110,น้ำคำ,Nam Kham,NamKham,45130,4511,สุวรรณภูมิ,Suwannaphum,Suwannaphum,45,ร้อยเอ็ด,Roi Et,RoiEt
470813,กุดเรือคำ,Kut Ruea Kham,KutRueaKham,47120,4708,วานรนิวาส,Wanon Niwat,WanonNiwat,47,สกลนคร,Sakon Nakhon,SakonNakhon
720713,หนองบ่อ,Nong Bo,NongBo,72190,7207,สองพี่น้อง,Song Phi Nong,SongPhiNong,72,สุพรรณบุรี,Suphan Buri,SuphanBuri
500901,เวียง,Wiang,Wiang,50110,5009,ฝาง,Fang,Fang,50,เชียงใหม่,Chiang Mai,ChiangMai
260309,เขาเพิ่ม,Khao Phoem,KhaoPhoem,26110,2603,บ้านนา,Ban Na,BanNa,26,นครนายก,Nakhon Nayok,NakhonNayok
240602,บ้านซ่อง,Ban Song,BanSong,24120,2406,พนมสารคาม,Phanom Sarakham,PhanomSarakham,24,ฉะเชิงเทรา,Chachoengsao,Chachoengsao
361204,บ้านแก้ง,Ban Kaeng,BanKaeng,,3612,แก้งคร้อ,Kaeng Khro,KaengKhro,36,ชัยภูมิ,Chaiyaphum,Chaiyaphum
960903,เกียร์,Kia,Kia,96190,9609,สุคิริน,Sukhirin,Sukhirin,96,นราธิวาส,Narathiwat,Narathiwat
400508,วังหินลาด,Wang Hin Lat,WangHinLat,40130,4005,ชุมแพ,Chum Phae,ChumPhae,40,ขอนแก่น,Khon Kaen,KhonKaen
450403,เมืองหงส์,Mueang Hong,MueangHong,45180,4504,จตุรพักตรพิมาน,Chaturaphak Phiman,ChaturaphakPhiman,45,ร้อยเอ็ด,Roi Et,RoiEt
321012,ทับทัน,Thapthan,Thapthan,32150,3210,สังขะ,Sangkha,Sangkha,32,สุรินทร์,Surin,Surin
770202,กุยเหนือ,Kui Nuea,KuiNuea,77150,7702,กุยบุรี,Kui Buri,KuiBuri,77,ประจวบคีรีขันธ์,Prachuap Khiri Khan,PrachuapKhiriKhan
530708,บ้านโคน,Ban Khon,BanKhon,53120,5307,พิชัย,Phichai,Phichai,53,อุตรดิตถ์,Uttaradit,Uttaradit
130605,บึงทองหลาง,Bueng Thong Lang,BuengThongLang,12150,1306,ลำลูกกา,Lam Luk Ka,LamLukKa,13,ปทุมธานี,Pathum Thani,PathumThani
961103,โต๊ะเด็ง,To Deng,ToDeng,96140,9611,สุไหงปาดี,Su-ngai Padi,SuNgaiPadi,96,นราธิวาส,Narathiwat,Narathiwat
960606,ลาโละ,La Lo,LaLo,96150,9606,รือเสาะ,Rueso,Rueso,96,นราธิวาส,Narathiwat,Narathiwat
540502,แม่จั๊วะ,Mae Chua,MaeChua,54110,5405,เด่นชัย,Den Chai,DenChai,54,แพร่,Phrae,Phrae
361303,โนนคูณ,Non Khun,NonKhun,36180,3613,คอนสาร,Khon San,KhonSan,36,ชัยภูมิ,Chaiyaphum,Chaiyaphum
461504,หนองช้าง,Nong Chang,NongChang,,4615,สามชัย,Sam Chai,SamChai,46,กาฬสินธุ์,Kalasin,Kalasin
460113,ภูดิน,Phu Din,PhuDin,46000,4601,เมืองกาฬสินธุ์,Mueang Kalasin,MueangKalasin,46,กาฬสินธุ์,Kalasin,Kalasin
901102,ควนลัง,Khuan Lang,KhuanLang,90110,9011,หาดใหญ่,Hat Yai,HatYai,90,สงขลา,Songkhla,Songkhla
600707,หนองหม้อ,Nong Mo,NongMo,60140,6007,ตาคลี,Takhli,Takhli,60,นครสวรรค์,Nakhon Sawan,NakhonSawan
410611,โพนงาม,Phon Ngam,PhonNgam,41130,4106,หนองหาน,Nong Saeng,NongSaeng,41,อุดรธานี,Udon Thani,UdonThani
380501,ปากคาด,,,,3805,ปากคาด,Pak Khat,PakKhat,38,บึงกาฬ,Bueng Kan,BuengKan
650801,วังทอง,Wang Thong,WangThong,65130,6508,วังทอง,Wang Thong,WangThong,65,พิษณุโลก,Phitsanulok,Phitsanulok
441103,แวงดง,Waeng Dong,WaengDong,,4411,ยางสีสุราช,Yang Sisurat,YangSisurat,44,มหาสารคาม,Maha Sarakham,MahaSarakham
310414,หนองไทร,Nong Sai,NongSai,31110,3104,นางรอง,Nang Rong,NangRong,31,บุรีรัมย์,Buri Ram,BuriRam
660411,วังหลุม,Wang Lum,WangLum,66150,6604,ตะพานหิน,Taphan Hin,TaphanHin,66,พิจิตร,Phichit,Phichit
571601,ดงมะดะ,Dong Mada,DongMada,,5716,แม่ลาว,Mae Lao,MaeLao,57,เชียงราย,Chiang Rai,ChiangRai
220504,วังแซ้ม,Wang Saem,WangSaem,22150,2205,มะขาม,Makham,Makham,22,จันทบุรี,Chanthaburi,Chanthaburi
801202,คลองน้อย,Khlong Noi,KhlongNoi,80330,8012,ปากพนัง,Pak Phanang,PakPhanang,80,นครศรีธรรมราช,Nakhon Si Thammarat,NakhonSiThammarat
341119,ท่าหลวง,Tha Luang,ThaLuang,34130,3411,ตระการพืชผล,Trakan Phuet Phon,TrakanPhuetPhon,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
540215,แม่ยางร้อง,Mae Yang Rong,MaeYangRong,54140,5402,ร้องกวาง,Mueang Phrae,MueangPhrae,54,แพร่,Phrae,Phrae
801802,คลองเส,Khlong Se,KhlongSe,,8018,ถ้ำพรรณรา,Tham Phannara,ThamPhannara,80,นครศรีธรรมราช,Nakhon Si Thammarat,NakhonSiThammarat
250902,โคกไทย,Khok Thai,KhokThai,,2509,ศรีมโหสถ,Si Mahosot,SiMahosot,25,ปราจีนบุรี,Prachin Buri,PrachinBuri
460507,สามขา,Sam Kha,SamKha,46110,4605,กุฉินารายณ์,Kuchinarai,Kuchinarai,46,กาฬสินธุ์,Kalasin,Kalasin
502303,บ้านสหกรณ์,Ban Sahakon,BanSahakon,,5023,แม่ออน,Mae On,MaeOn,50,เชียงใหม่,Chiang Mai,ChiangMai
401014,หินตั้ง,Hin Tang,HinTang,40110,4010,บ้านไผ่,Ban Phai,BanPhai,40,ขอนแก่น,Khon Kaen,KhonKaen
301716,โนนตูม,Non Tum,NonTum,30270,3017,ชุมพวง,Chum Phuang,ChumPhuang,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
650113,บ้านกร่าง,Ban Krang,BanKrang,65000,6501,เมืองพิษณุโลก,Mueang Phitsanulok,MueangPhitsanulok,65,พิษณุโลก,Phitsanulok,Phitsanulok
370504,นาเวียง,Na Wiang,NaWiang,,3705,เสนางคนิคม,Senangkhanikhom,Senangkhanikhom,37,อำนาจเจริญ,Amnat Charoen,AmnatCharoen
302301,แก้งสนามนาง,Kaeng Sanam Nang,KaengSanamNang,,3023,แก้งสนามนาง,Kaeng Sanam Nang,KaengSanamNang,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
343101,เหล่าเสือโก้ก,Lao Suea Kok,LaoSueaKok,,3431,เหล่าเสือโก้ก,Lao Suea Kok,LaoSueaKok,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
350903,ส้มผ่อ,Som Pho,SomPho,,3509,ไทยเจริญ,Thai Charoen,ThaiCharoen,35,ยโสธร,Yasothon,Yasothon
410906,นายูง,Na Yung,NaYung,41380,4109,ศรีธาตุ,Si That,SiThat,41,อุดรธานี,Udon Thani,UdonThani
300114,พุดซา,Phut Sa,PhutSa,30000,3001,เมืองนครราชสีมา,Mueang Nakhon Ratchasima,MueangNakhonRatchasima,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
302207,ลุงเขว้า,Lung Khwao,LungKhwao,30410,3022,หนองบุญมาก,Nong Bunmak,NongBunmak,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
421402,ตาดข่า,Tat Kha,TatKha,,4214,หนองหิน,Nong Hin,NongHin,42,เลย,Loei,Loei
650408,นิคมพัฒนา,Nikhom Phatthana,NikhomPhatthana,65140,6504,บางระกำ,Bang Rakam,BangRakam,65,พิษณุโลก,Phitsanulok,Phitsanulok
410113,เชียงพิณ,Chiang Phin,ChiangPhin,41000,4101,เมืองอุดรธานี,Mueang Udon Thani,MueangUdonThani,41,อุดรธานี,Udon Thani,UdonThani
320903,จารพัต,Charaphat,Charaphat,32110,3209,ศีขรภูมิ,Sikhoraphum,Sikhoraphum,32,สุรินทร์,Surin,Surin
390306,โนนเมือง,Non Mueang,NonMueang,,3903,โนนสัง,Non Sang,NonSang,39,หนองบัวลำภู,Nong Bua Lam Phu,NongBuaLamPhu
450711,พรมสวรรค์,Phrom Sawan,PhromSawan,45110,4507,โพนทอง,Phon Thong,PhonThong,45,ร้อยเอ็ด,Roi Et,RoiEt
310114,หนองตาด,Nong Tat,NongTat,31000,3101,เมืองบุรีรัมย์,Mueang Buri Ram,MueangBuriRam,31,บุรีรัมย์,Buri Ram,BuriRam
760406,ห้วยทรายเหนือ,Huai Sai Nuea,HuaiSaiNuea,76120,7604,ชะอำ,Cha-am,ChaAm,76,เพชรบุรี,Phetchaburi,Phetchaburi
460201,นามน,Na Mon,NaMon,,4602,นามน,Na Mon,NaMon,46,กาฬสินธุ์,Kalasin,Kalasin
610611,บ้านบึง,Ban Bueng,BanBueng,61140,6106,บ้านไร่,Ban Rai,BanRai,61,อุทัยธานี,Uthai Thani,UthaiThani
310805,สายตะกู,Sai Taku,SaiTaku,31180,3108,บ้านกรวด,Ban Kruat,BanKruat,31,บุรีรัมย์,Buri Ram,BuriRam
310309,ห้วยสำราญ,Huai Samran,HuaiSamran,31160,3103,กระสัง,Krasang,Krasang,31,บุรีรัมย์,Buri Ram,BuriRam
302604,วังยายทอง,Wang Yai Thong,WangYaiThong,30210,3026,เทพารักษ์,Thepharak,Thepharak,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
640206,หนองหญ้าปล้อง,Nong Ya Plong,NongYaPlong,64140,6402,บ้านด่านลานหอย,Ban Dan Lan Hoi,BanDanLanHoi,64,สุโขทัย,Sukhothai,Sukhothai
540201,ร้องกวาง,Rong Kwang,RongKwang,54140,5402,ร้องกวาง,Mueang Phrae,MueangPhrae,54,แพร่,Phrae,Phrae
321013,ตาคง,Ta Khong,TaKhong,32150,3210,สังขะ,Sangkha,Sangkha,32,สุรินทร์,Surin,Surin
360610,หนองบัวใหญ่,Nong Bua Yai,NongBuaYai,36130,3606,จัตุรัส,Chatturat,Chatturat,36,ชัยภูมิ,Chaiyaphum,Chaiyaphum
460706,อิตื้อ,I Tue,ITue,46120,4607,ยางตลาด,Yang Talat,YangTalat,46,กาฬสินธุ์,Kalasin,Kalasin
400113,ดอนหัน,Don Han,DonHan,40260,4001,เมืองขอนแก่น,Mueang Khon Kaen,MueangKhonKaen,40,ขอนแก่น,Khon Kaen,KhonKaen
560111,บ้านใหม่,Ban Mai,BanMai,56000,5601,เมืองพะเยา,Mueang Phayao,MueangPhayao,56,พะเยา,Phayao,Phayao
900502,ปากบาง,Pak Bang,PakBang,90150,9005,เทพา,Thepha,Thepha,90,สงขลา,Songkhla,Songkhla
360401,บ้านยาง,Ban Yang,BanYang,36120,3604,เกษตรสมบูรณ์,Kaset Sombun,KasetSombun,36,ชัยภูมิ,Chaiyaphum,Chaiyaphum
650402,ปลักแรด,Plak Raet,PlakRaet,65140,6504,บางระกำ,Bang Rakam,BangRakam,65,พิษณุโลก,Phitsanulok,Phitsanulok
660110,บ้านบุ่ง,,,66000,6601,เมืองพิจิตร,Mueang Phichit,MueangPhichit,66,พิจิตร,Phichit,Phichit
640613,ราวต้นจันทร์,Rao Ton Chan,RaoTonChan,64120,6406,ศรีสำโรง,Si Samrong,SiSamrong,64,สุโขทัย,Sukhothai,Sukhothai
401606,นาชุมแสง,Na Chum Saeng,NaChumSaeng,40150,4016,ภูเวียง,Phu Wiang,PhuWiang,40,ขอนแก่น,Khon Kaen,KhonKaen
501602,ฮอด,Hot,Hot,50240,5016,ฮอด,Hot,Hot,50,เชียงใหม่,Chiang Mai,ChiangMai
920304,ในควน,Nai Khuan,NaiKhuan,92140,9203,ย่านตาขาว,Yan Ta Khao,YanTaKhao,92,ตรัง,Trang,Trang
340706,ทุ่งเทิง,Thung Thoeng,ThungThoeng,34160,3407,เดชอุดม,Det Udom,DetUdom,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
601203,สุขสำราญ,Suk Samran,SukSamran,60190,6012,ตากฟ้า,Tak Fa,TakFa,60,นครสวรรค์,Nakhon Sawan,NakhonSawan
311004,ทะเมนชัย,Thamenchai,Thamenchai,31130,3110,ลำปลายมาศ,Lam Plai Mat,LamPlaiMat,31,บุรีรัมย์,Buri Ram,BuriRam
460109,ห้วยโพธิ์,Huai Pho,HuaiPho,46000,4601,เมืองกาฬสินธุ์,Mueang Kalasin,MueangKalasin,46,กาฬสินธุ์,Kalasin,Kalasin
370305,ห้วย,Huai,Huai,37110,3703,ปทุมราชวงศา,Pathum Ratchawongsa,PathumRatchawongsa,37,อำนาจเจริญ,Amnat Charoen,AmnatCharoen
660607,ท่าเสา,Tha Sao,ThaSao,66130,6606,โพทะเล,Pho Thale,PhoThale,66,พิจิตร,Phichit,Phichit
411805,หนองแวง,Nong Waeng,NongWaeng,,4118,น้ำโสม,Nam Som,NamSom,41,อุดรธานี,Udon Thani,UdonThani
310406,หนองโบสถ์,Nong Bot,NongBot,31110,3104,นางรอง,Nang Rong,NangRong,31,บุรีรัมย์,Buri Ram,BuriRam
340708,สมสะอาด,Som Sa-At,SomSaAt,34160,3407,เดชอุดม,Det Udom,DetUdom,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
620701,ลานกระบือ,Lan Krabue,LanKrabue,62170,6207,ลานกระบือ,Lan Krabue,LanKrabue,62,กำแพงเพชร,Kamphaeng Phet,KamphaengPhet
440704,เขวาไร่,Khewa Rai,KhewaRai,,4407,นาเชือก,Na Chueak,NaChueak,44,มหาสารคาม,Maha Sarakham,MahaSarakham
200904,บางเสร่,Bang Sare,BangSare,20250,2009,สัตหีบ,Sattahip,Sattahip,20,ชลบุรี,Chon Buri,ChonBuri
210802,มาบข่า,Map Kha,MapKha,,2108,นิคมพัฒนา,Nikhom Phatthana,NikhomPhatthana,21,ระยอง,Rayong,Rayong
530705,คอรุม,Kho Rum,KhoRum,53120,5307,พิชัย,Phichai,Phichai,53,อุตรดิตถ์,Uttaradit,Uttaradit
301809,นากลาง,Na Klang,NaKlang,30380,3018,สูงเนิน,Sung Noen,SungNoen,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
411701,บ้านผือ,Ban Phue,BanPhue,41160,4117,บ้านผือ,Ban Phue,BanPhue,41,อุดรธานี,Udon Thani,UdonThani
321002,ขอนแตก,Khon Taek,KhonTaek,32150,3210,สังขะ,Sangkha,Sangkha,32,สุรินทร์,Surin,Surin
361009,โอโล,O Lo,OLo,36110,3610,ภูเขียว,Phu Khiao,PhuKhiao,36,ชัยภูมิ,Chaiyaphum,Chaiyaphum
401206,หนองแวงโสกพระ,Nong Waeng Sok Phra,NongWaengSokPhra,40120,4012,พล,Phon,Phon,40,ขอนแก่น,Khon Kaen,KhonKaen
660307,ทุ่งใหญ่,Thung Yai,ThungYai,66190,6603,โพธิ์ประทับช้าง,Pho Prathap Chang,PhoPrathapChang,66,พิจิตร,Phichit,Phichit
451113,ทุ่งกุลา,Thung Kula,ThungKula,45130,4511,สุวรรณภูมิ,Suwannaphum,Suwannaphum,45,ร้อยเอ็ด,Roi Et,RoiEt
302805,หนองหอย,Nong Hoi,NongHoi,,3028,พระทองคำ,Phra Thong Kham,PhraThongKham,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
320514,ตานี,Tani,Tani,32140,3205,ปราสาท,Prasat,Prasat,32,สุรินทร์,Surin,Surin
500610,เมืองก๋าย,Mueang Kai,MueangKai,50150,5006,แม่แตง,Mae Taeng,MaeTaeng,50,เชียงใหม่,Chiang Mai,ChiangMai
370404,พระเหลา,Phra Lao,PhraLao,37180,3704,พนา,Phana,Phana,37,อำนาจเจริญ,Amnat Charoen,AmnatCharoen
960205,บางขุนทอง,Bang Khun Thong,BangKhunThong,96110,9602,ตากใบ,Tak Bai,TakBai,96,นราธิวาส,Narathiwat,Narathiwat
350409,นาแก,Na Kae,NaKae,35180,3504,คำเขื่อนแก้ว,Kham Khuean Kaeo,KhamKhueanKaeo,35,ยโสธร,Yasothon,Yasothon
300401,เมืองคง,Mueang Khong,MueangKhong,30260,3004,คง,Khong,Khong,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
450801,ขามเปี้ย,Kham Pia,KhamPia,45230,4508,โพธิ์ชัย,Pho Chai,PhoChai,45,ร้อยเอ็ด,Roi Et,RoiEt
650809,หนองพระ,Nong Phra,NongPhra,65130,6508,วังทอง,Wang Thong,WangThong,65,พิษณุโลก,Phitsanulok,Phitsanulok
550908,พญาแก้ว,Phaya Kaeo,PhayaKaeo,55160,5509,เชียงกลาง,Chiang Klang,ChiangKlang,55,น่าน,Nan,Nan
342403,ท่าเมือง,Tha Mueang,ThaMueang,,3424,ดอนมดแดง,Don Mot Daeng,DonMotDaeng,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
390501,นาสี,Na Si,NaSi,,3905,สุวรรณคูหา,Suwannakhuha,Suwannakhuha,39,หนองบัวลำภู,Nong Bua Lam Phu,NongBuaLamPhu
540407,บ้านปง,Ban Pong,BanPong,54130,5404,สูงเม่น,Sung Men,SungMen,54,แพร่,Phrae,Phrae
210306,ชากพง,Chak Phong,ChakPhong,21190,2103,แกลง,Klaeng,Klaeng,21,ระยอง,Rayong,Rayong
410110,กุดสระ,Kut Sa,KutSa,41000,4101,เมืองอุดรธานี,Mueang Udon Thani,MueangUdonThani,41,อุดรธานี,Udon Thani,UdonThani
340416,ศรีสุข,Si Suk,SiSuk,34150,3404,เขื่องใน,Khueang Nai,KhueangNai,34,อุบลราชธานี,Ubon Ratchathani,UbonRatchathani
370116,กุดปลาดุก,Kut Pla Duk,KutPlaDuk,37000,3701,เมืองอำนาจเจริญ,Mueang Amnat Charoen,MueangAmnatCharoen,37,อำนาจเจริญ,Amnat Charoen,AmnatCharoen
570702,จันจว้า,Chan Chawa,ChanChawa,57270,5707,แม่จัน,Mae Chan,MaeChan,57,เชียงราย,Chiang Rai,ChiangRai
450605,โพธิ์ใหญ่,Pho Yai,PhoYai,45140,4506,พนมไพร,Phanom Phrai,PhanomPhrai,45,ร้อยเอ็ด,Roi Et,RoiEt
410409,เสอเพลอ,Soe Phloe,SoePhloe,41370,4104,กุมภวาปี,Kumphawapi,Kumphawapi,41,อุดรธานี,Udon Thani,UdonThani
950404,คีรีเขต,Khiri Khet,KhiriKhet,95150,9504,ธารโต,Than To,ThanTo,95,ยะลา,Yala,Yala
801905,นาหมอบุญ,Na Mo Bun,NaMoBun,,8019,จุฬาภรณ์,Chulabhorn,Chulabhorn,80,นครศรีธรรมราช,Nakhon Si Thammarat,NakhonSiThammarat
312102,ปราสาท,Prasat,Prasat,,3121,บ้านด่าน,Ban Dan,BanDan,31,บุรีรัมย์,Buri Ram,BuriRam
820404,ท่าอยู่,Tha Yu,ThaYu,82130,8204,ตะกั่วทุ่ง,Takua Thung,TakuaThung,82,พังงา,Phang-nga,PhangNga
401013,ป่าปอ,Pa Po,PaPo,40110,4010,บ้านไผ่,Ban Phai,BanPhai,40,ขอนแก่น,Khon Kaen,KhonKaen
450108,สีแก้ว,Si Kaeo,SiKaeo,45000,4501,เมืองร้อยเอ็ด,Mueang Roi Et,MueangRoiEt,45,ร้อยเอ็ด,Roi Et,RoiEt
370113,โนนหนามแท่ง,Non Nam Thaeng,NonNamThaeng,37000,3701,เมืองอำนาจเจริญ,Mueang Amnat Charoen,MueangAmnatCharoen,37,อำนาจเจริญ,Amnat Charoen,AmnatCharoen
660202,หนองปลาไหล,Nong Pla Lai,NongPlaLai,,6602,วังทรายพูน,Wang Sai Phun,WangSaiPhun,66,พิจิตร,Phichit,Phichit
490204,กกแดง,Kok Daeng,KokDaeng,,4902,นิคมคำสร้อย,Nikhom Kham Soi,NikhomKhamSoi,49,มุกดาหาร,Mukdahan,Mukdahan
440706,ปอพาน,Po Phan,PoPhan,44170,4407,นาเชือก,Na Chueak,NaChueak,44,มหาสารคาม,Maha Sarakham,MahaSarakham
760210,หนองชุมพลเหนือ,Nong Chumphon Nuea,NongChumphonNuea,76140,7602,เขาย้อย,Khao Yoi,KhaoYoi,76,เพชรบุรี,Phetchaburi,Phetchaburi
